Name,Active?,Cohort,Created,Date,Description,Integrations,Prize,Submission Type,Tags
⚡ Idle Liquidity Optimizer Hook,,UHI3,"December 8, 2024 2:46 AM",,"A capital optimization hook that automatically deploys out-of-range Uniswap v4 liquidity to lending protocols and returns it to the pool when prices move back into range, eliminating idle capital while preserving liquidity functionality.",,,,"DeFi, LP Fees"
Mememe,,UHI3,"December 8, 2024 2:49 AM",,"MEmeme is the ultimate solution for launching meme coins securely and efficiently. Built as a Uniswap V4 hook, MEmeme not only enables single-contract deployment for token launches but also creates a liquidity pool at Uniswap that transitions seamlessly from auction to long-term trading.",,,,"Auctions, ICO, Meme"
UniStorm,,UHI3,"December 8, 2024 3:16 AM",,"UniStorm is a privacy-preserving transaction mixer built on Uniswap v4 that incorporates zero-knowledge proofs from Tornado Cash to allow users to disassociate deposits and withdraws by making swaps. By combining Tornado Cash's zk technology with Uniswap v4's hook system, it enables users to sever the on-chain connection between the sender and recipient through a swap.",,,,"Constant Sum Market Maker (CSMM), DEX, DeFi, MEV, NoOp, zk-SNARK"
Regulated DEX Hook,Active,UHI3,"December 8, 2024 3:18 AM",,RWA Hook with built-in compliance and discounts based on real world facts,,,,"Compliance, DeFi, Dynamic Fee, ERC-3643, Illiquid Assets, KYC, LP Fees, Price Discovery, Private Debt, Proof Of Humanity, Proptech, RWA, Regulation, Reputation, Tokenized Stocks, Trading Rewards, Trading Volume Rewards, Unichain"
CowDEX Arena,,UHI3,"December 8, 2024 3:31 AM",,We set out to solve Coincidence of Wants matching of the orders and include incentives for the users getting CoW matched frequently.,EigenLayer,,,"CoW, Coincidence of Wants, DEX, DeFi, EigenLayer, NoOp"
Battleswaps,,UHI3,"December 8, 2024 3:49 AM",,Game hook that pools can integrate to allow their traders to take part in multiplayer trading competitions against each other to win prizes in the form of tokens or NFTs.,,Uniswap Prize,,"Custom Routers, Gamefi, Trading Rewards"
Tenor,,UHI3,"December 8, 2024 3:54 AM",,"Tenor's V4 hook enables users to swap ERC20 tokens for fixed rate tokens (e.g. Pendle PTs) using a custom interest rate AMM. The hook enables creators to deploy fully onchain fixed rate lending pools, allowing users to earn using Uniswap V4.",Chainlink,Uniswap Prize,,"Custom hooks, DeFi, NoOp, Order Type, base interest rate"
"CEX-like limit orders - ""white belt hook""",,UHI3,"December 8, 2024 5:03 AM",,Making limit orders with price certainty and stability as on Centralized Exchanges,,Uniswap Prize,,Order Type
DynamicShield Hook,,UHI3,"December 8, 2024 5:13 AM",,"DynamicShield Hook, built for Uniswap V4, protects liquidity providers by reducing impermanent loss (IL) and mitigating asset devaluation outside the range. It dynamically adjusts fees to balance pools, converts inactive assets into safe tokens, and reinvests during market recoveries to maximize returns.","Arbitrum, Chainlink, EigenLayer",Arbitrum Prize,,"Arbitrum Stylus, Custom hooks, DEX, DeFi, Dynamic Fee, EigenLayer, LP Fees, LP Liquidity, Liquidity Mining, Oracle, Pool Native Incentivization, Security, Trading Volume Rewards"
RwAsync swap,,UHI3,"December 8, 2024 5:26 AM",,"RWAsync develop a user-friendly gateway connecting various real world assets from web2 to web3. User swap requests are queued until an admin executes real-world transactions, then processes the queued swaps at oracle prices.",EigenLayer,EigenLayer Prize,,"Custom hooks, DeFi, EigenLayer, NoOp, Tokenized Stocks"
Fair Launch Hook,,UHI3,"December 8, 2024 5:45 AM",,"FairLaunchHook is a Uniswap v4 hook designed to make memecoins safer by enforcing minimum liquidity  before trading, applying dynamic fees (0.1% buy, 1% sell) to deter whale manipulation, and locking liquidity to stabilize markets. It also rewards Guardian LPs(locked LP for a long period, let's say 1year)  with time-weighted incentives, fostering a fair and secure trading environment.",,,,"DEX, Dynamic Fee, LP Liquidity, Liquidity Mining, Meme"
LVRCompute,,UHI3,"December 8, 2024 5:50 AM",,LVR calculation in stylus,Arbitrum,,,"Arbitrum Stylus, Custom hooks"
Salek,,UHI3,"December 8, 2024 6:42 AM",,"A cross-chain token swapping solution that leverages Uniswap V4 hooks and Chainlink's Cross-Chain Interoperability Protocol (CCIP) to enable seamless, automated token exchanges across multiple blockchain networks. The project simplifies cross-chain transactions by integrating token swapping, dynamic fee optimization, and secure cross-chain transfers in a single, innovative smart contract.",Chainlink,,,"CCIP, Cross-Chain"
Issuance and Redemption Hook,,UHI3,"December 8, 2024 6:57 AM",,"A hook that issues assets in the case it’s a better price execution as compared to swapping.  Assets are temporarily borrowed and then replenished.   

Issued assets includes LST/LRTs,index, the 20+ universalassets.xyz such as uSOL, uNEAR,  uXRP, uSUI, and others.   Universal assets are non-ERC20 native tokens issued on ERC20 chains.",EigenLayer,,,"Cross-Chain, Custom Routers, Custom hooks, DEX, DeFi, ETH Staking, EigenLayer, Illiquid Assets, Inter-Connected Pools, LP Fees, LP Liquidity, Oracle, Order Type, Price Discovery, base interest rate"
Nezlobin Directional Fee,,UHI3,"December 8, 2024 7:08 AM",,"It's a dynamic fee hook, which utilises the nezlobin directional fee mechanism and proof of personhood which make Liquidity Pools less favourable for the arb bots but more favorable for the less informed users.",,,,"DeFi, Dynamic Fee, LP Fees"
The Ultimate Limit Order on Uniswap V4,,UHI3,"December 8, 2024 7:15 AM",,Earn liquidity provider fees for making limit orders on Uniswap V4.  Each limit order is a single-sided liquidity position that automatically executes once a swap hits a target price.,,,,"DEX, DeFi, LP Fees, LP Liquidity, Order Type, Unichain"
KairoSwap,,UHI3,"December 8, 2024 7:26 AM",,A Uniswap hook that provides just-in-time liquidity to effectively create a zero-slippage pool for large traders while simultaneously farming yield for liquidity providers,,,,"DeFi, LP Liquidity, Shared Liquidity, Yield Farming"
CoPool Hook,,UHI3,"December 8, 2024 7:38 AM",,"The Co-Pool Hook enables liquidity providers to combine assets into a single position, with one side delegating liquidity management to the other. It improves AMM efficiency by supporting single-sided LP, optimising yield, deploying locked protocol capital into AMMs, and facilitating JIT rebalancing to reduce trading spreads.",,Uniswap Prize,,"Coincidence of Wants, Copy Trading, Custom hooks, Inter-Connected Pools, NoOp, Stablecoins, delegates"
StakeShield,,UHI3,"December 8, 2024 7:52 AM",,"Stake Shield enhances DeFi security by integrating fraud detection and operator verification into Uniswap V4 swaps via hooks , ensuring safe and reliable transactions.","Brevis, Chainlink, EigenLayer",,,"Custom hooks, DEX, DeFi, ETH Staking, EigenLayer, Oracle, Security"
Risk Management Hook,,UHI3,"December 8, 2024 7:53 AM",,"The risk management hook created is intended to check the change in volatility on the user's portfolio based on the BalanceDelta returned on afterswap. In case of a delta volatility outside of compliant limits, the transaction is reverted.",Arbitrum,,,"Compliance, Security"
GridHook Agent,,UHI3,"December 8, 2024 7:56 AM",,An AI-powered DeFi agent that leverages LLMs to execute sophisticated grid trading strategies on Uniswap v4 hooks enabling autonomous market making and arbitrage through natural language interactions while maintaining delta-neutral positions across configurable price ranges,,,,"Custom hooks, DeFi, Machine Learning, Meme, Order Type"
Auction Managed AMM & Active Range Incentives in Any Currency,,UHI3,"December 8, 2024 7:58 AM",,An Auction Managed AMM & An Active Range Incentives in Any Currency,,Uniswap Prize,,"Auctions, Custom hooks, DEX, DeFi, Donation, Donations, Dynamic Fee, LP Fees, MEV, Pool Native Incentivization, Trading Rewards"
Dynamic LP Assurance Hook,,UHI3,"December 8, 2024 7:58 AM",,The Dynamic LP Assurance Hook is a Uniswap V4 hook designed to protect liquidity providers (LPs) by dynamically collecting insurance fees and enabling flash loan functionalities.,Arbitrum,Arbitrum Prize,,"Arbitrum Stylus, Dynamic Fee, LP Liquidity"
TurboStable,,UHI3,"December 8, 2024 7:58 AM",,LP vault that boosts stablecoin and pegged asset liquidity up to 20x.,,,,"Custom hooks, DEX, DeFi, LP Fees, LP Liquidity, NoOp, Stablecoins, base interest rate"
TornadoHook,,UHI3,"December 8, 2024 7:59 AM",,TornadoCash System + Uniswap Liquidity,EigenLayer,,,EigenLayer
UniCowV2,,UHI3,"December 8, 2024 8:00 AM",,Decentralized CoW swaps on Uniswap v4 enabled by EigenLayer with Inter-Pool matching,EigenLayer,EigenLayer Prize,,"CoW, Coincidence of Wants, DeFi, EigenLayer"
Lever,,UHI3,"December 8, 2024 8:06 AM",,Lever is a hook which aims to reduce LVR loss for LPs and provide better liquidity depth for traders. LVR for each block is auctioned and gains from LVR are distributed to LPs.,Brevis,Brevis Prize,,"LVR, MEV, zk-SNARK"
Omni-LP,,UHI3,"December 8, 2024 8:25 AM",,"Omni-LP is an innovative solution that addresses liquidity fragmentation by enabling users to provide liquidity across multiple pools and chains simultaneously, dynamically allocating assets to optimize for low slippage and higher fee earning.",,,,LP Fees
Incentivized Pool,,UHI3,"December 8, 2024 2:31 PM",,"Liquidity providers and traders are rewarded with tickets when they add liquidity or perform swaps. A fraction of the swap fees contributes to a prize pool, and winners are randomly selected based on their number of tickets.",Chainlink,,,Pool Native Incentivization
Social Identity-Weighted DEX Fees,,UHI3,"December 8, 2024 2:40 PM",,Dynamic Uniswap v4 Fees Based on Social Identity,,,,"Copy Trading, Custom hooks, DeFi, Dynamic Fee, ICO, Meme, Trading Rewards"
uniguard.exchange,,,"January 31, 2025 8:27 PM",,Empowering Uniswap V4 with NASDAQ-Inspired Circuit Breaker Solutions for DeFi Safe Trade,Arbitrum,,Open Submission,"Custom hooks, DeFi, Dynamic Fee, LP Liquidity, Regulation, Unichain"
AI Agent-Based Simulation of Uniswap V4 Hooks,,UHI4,"March 6, 2025 9:32 AM",,"The goal of this project is to simulate and analyze user interactions and economic dynamics of Uniswap V4 liquidity pools by leveraging agent-based models (ABMs) driven by advanced Large Language Models (LLMs). Specifically, this project aims to utilize the [Elisa OS framework](https://github.com/elizaOS/eliza), adapting it into a specialized plugin to integrate with Uniswap V4's ""hooks"".",,,Hook Incubator (UHI),"DeFi, Security"
Pooka Valuation Warchest Hook,,UHI4,"March 23, 2025 4:26 PM","March 28, 2025","POOKA is an AI agent, a UniswapV4 Hook and an ERC-20 Token and a trading dApp. The Pooka Hook manages swap charges based on role and POOKA position size.",Arbitrum,,Hook Incubator (UHI),"Custom hooks, Dynamic Fee, LP Liquidity, Machine Learning"
Loan-FI,,UHI4,"March 26, 2025 10:52 PM",,Platform for creating under-undercoleterized loans,EigenLayer,,Hook Incubator (UHI),"DEX, KYC, LP Liquidity, LVR, Private Debt, Reputation"
MEV Sharing is Caring: Uniswap v4 dynamic fee hook for pool deviation from reference price,,UHI4,"March 27, 2025 9:22 PM",,Hook that applies a dynamic pool fee based on the deviation between the implied pool price and a reference rate (a measure of likely MEV).,,,Hook Incubator (UHI),"Dynamic Fee, MEV, Oracle"
PoolPlay,,UHI4,"March 27, 2025 10:01 PM",,"PoolPlay is a Uniswap V4 hook that spices up token swaps with a swap-to-enter lottery and prediction markets, letting users win big while operators earn from fees.",Chainlink,,Hook Incubator (UHI),"Custom Routers, DEX, Raffle, Trading Volume Rewards, Unichain"
LIKWID,,UHI4,"March 28, 2025 7:19 AM",,"likwid.fi unifies DEX and lending into one protocol, building Web3's first permissionless lending and margin trading platform based on Uniswap v4","Arbitrum, Chainlink, EigenLayer, Flaunch",,Hook Incubator (UHI),"DEX, Dynamic Fee, LP Liquidity, Meme, Unichain, Yield Farming"
Hybryda Hook,,UHI4,"March 28, 2025 2:55 PM",,"Hybryda Hook connects Uniswap V4 liquidity pools to external market sentiment through dynamic fees while allowing out-of-range positions to earn rewards, eliminating dead capital and creating more efficient pools for both active and passive users.",Chainlink,,Hook Incubator (UHI),"Dynamic Fee, LP Fees, Oracle"
NewEra Hook,,UHI4,"March 28, 2025 4:15 PM",,Smart Hook for Real World Assets with automatic Dollar Cost Average (DCA) execution and oracle-based limit orders.,EigenLayer,,Hook Incubator (UHI),"Oracle, RWA, Stablecoins, Tokenized Stocks"
xtreamly hook ,,UHI4,"March 28, 2025 6:19 PM",,AI-powered smart hedging for Uniswap V3/V4 LPs—leveraging volatility predictions and perpetual futures to minimize impermanent loss and maximize risk-adjusted returns. The ultimate DeFi capital efficiency engine.,"Arbitrum, Chainlink",,Hook Incubator (UHI),"CFMM, Constant Product Market Maker (CPMM), Custom hooks, Dynamic Fee, LP Fees, LP Liquidity, LVR, Machine Learning"
Meta-Fi,,UHI4,"March 28, 2025 9:33 PM",,"This project lets users swap tokens on Uniswap v4 and easily stake them for extra rewards. Instead of LP tokens sitting idle, they are auto-staked on Lido, then restaked on EigenLayer to earn more yield. Plus, Chainlink CCIP enables secure cross-chain functionality, making it easier to maximize rewards across different DeFi ecosystems.","Chainlink, EigenLayer",,Hook Incubator (UHI),"CCIP, Cross-Chain, Yield Farming"
mySpendSavehook,Active,UHI4,"March 29, 2025 2:49 AM","March 30, 2025",SpendSave is a groundbreaking DeFi protocol built on Uniswap V4 that revolutionizes how users save and invest by automatically diverting a percentage of their trading activities into personal savings strategies.,,,Hook Incubator (UHI),"Custom hooks, Dynamic Tick Adjustment, NoOp, Tokenized Stocks, Yield Farming"
Safu Hook,,UHI4,"March 29, 2025 4:54 AM",,Safu Hook is a  decentralized insurance solution designed to protect liquidity providers (LPs) from rug pulls and malicious activities.,EigenLayer,,Hook Incubator (UHI),"Governance, LP Fees, Security"
PerpDEX,,UHI4,"March 29, 2025 6:22 AM","March 29, 2025",Decentralized leveraged trading enabled by v4 hooks,,,Hook Incubator (UHI),"DEX, ETH Staking, LP Liquidity, Options/Futures, Order Type"
One-Stop Hook,,UHI4,"March 29, 2025 7:11 AM",,A one-stop lending and DEX platform,,,Hook Incubator (UHI),"DEX, Yield Farming"
SportsBettingHook,,UHI4,"March 29, 2025 10:17 AM","March 29, 2025","Hook introduces a decentralized sports betting mechanism integrated as a custom Uniswap V4 Hook, utilizing the Logarithmic Market Scoring Rule (LMSR) for dynamic probability-weighted pricing",,,Hook Incubator (UHI),Custom hooks
VixDex: On-Chain Volatility Trading Protocol,,UHI4,"March 29, 2025 10:22 AM",,"VixDex is a decentralized volatility trading protocol that enables traders to speculate on crypto’s implied volatility (IV)—similar to VIX options but fully on-chain, using a bonding curve pricing mechanism powered by Uniswap V4 hooks",,Uniswap Prize,Hook Incubator (UHI),"Constant Product Market Maker (CPMM), Constant Sum Market Maker (CSMM), Custom hooks, DEX, NoOp, Other"
Detoxer: MEV protection hook suite,,UHI4,"March 29, 2025 12:35 PM","March 29, 2025",MEV protection hook suite,,Uniswap Prize,Hook Incubator (UHI),"Custom hooks, Dynamic Fee, LP Fees, MEV, NoOp"
